ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Male,2017,15.01,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Female,2017,15.87,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Total,2018,17.02,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Male,2018,16.54,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Female,2018,17.6,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Total,2019,16.99,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Male,2019,16.71,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Share of temporary employees by sex (%),ITA - LFS - EU Labour Force Survey,Sex: Female,2019,17.32,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,2017,32.5,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,2017,32.24,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,2017,33.49,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,2018,39.15,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,2018,40.76,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,2018,31.74,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,2019,44.84,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,2019,46.42,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Share of temporary employees by sex (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,2019,36.27,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Total,2010,13.75,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Male,2010,8.46,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Female,2010,20.88,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Total,2011,13.72,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Male,2011,8.49,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Female,2011,20.74,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Total,2012,13.7,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Male,2012,8.63,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Female,2012,20.47,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Total,2013,8.42,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Male,2013,5.87,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Female,2013,11.74,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Total,2014,7.63,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Male,2014,5.34,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Female,2014,10.6,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Total,2015,7.51,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Male,2015,5.3,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Japan,Share of temporary employees by sex (%),JPN - LFS - Labour force survey,Sex: Female,2015,10.34,,"Coverage of temporary employees: Fixed-term; temporary agency work; apprentices/trainees; contract, casual or seasonal worker; less than 12 months or daily workers",Repository: OECD
Kenya,Share of temporary employees by sex (%),KEN - HS - Economic Survey,Sex: Total,2010,34.64,,Coverage of temporary employees: Casual employees,
Kenya,Share of temporary employees by sex (%),KEN - HS - Economic Survey,Sex: Total,2011,30.5,,Coverage of temporary employees: Casual employees,
Kenya,Share of temporary employees by sex (%),KEN - HS - Economic Survey,Sex: Total,2012,21.21,,Coverage of temporary employees: Casual employees,
Kenya,Share of temporary employees by sex (%),KEN - HS - Economic Survey,Sex: Total,2013,20.87,,Coverage of temporary employees: Casual employees,
Kenya,Share of temporary employees by sex (%),KEN - HS - Economic Survey,Sex: Total,2014,22.08,,Coverage of temporary employees: Casual employees,
Kyrgyzstan,Share of temporary employees by sex (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Total,2018,7.45,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Share of temporary employees by sex (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Male,2018,7.45,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Share of temporary employees by sex (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Female,2018,7.46,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Share of temporary employees by sex (%),KHM - LFS - Labour force survey,Sex: Total,2012,29.29,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Share of temporary employees by sex (%),KHM - LFS - Labour force survey,Sex: Male,2012,29.65,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Share of temporary employees by sex (%),KHM - LFS - Labour force survey,Sex: Female,2012,28.76,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2010,23.02,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2010,20.95,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2010,25.8,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2011,23.76,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2011,21.2,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2011,27.2,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2012,23.12,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2012,21.1,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2012,25.81,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2013,22.43,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2013,20.47,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2013,25.03,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2014,21.65,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2014,19.96,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2014,23.86,,Coverage of temporary employees: Workers with limited contract or -unstable- job; temporary agency and on-call workers,Repository: OECD
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2015,13.78,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2015,11.67,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2015,16.55,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2016,14.19,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2016,11.87,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2016,17.16,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2017,13.73,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2017,11.5,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2017,16.56,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2018,13.79,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2018,11.56,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2018,16.6,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Total,2019,16.84,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Male,2019,14.21,,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Share of temporary employees by sex (%),KOR - LFS - Economically Active Population Survey,Sex: Female,2019,20.13,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,Share of temporary employees by sex (%),KOS - LFS - Labour force survey,Sex: Total,2012,72.82,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,Share of temporary employees by sex (%),KOS - LFS - Labour force survey,Sex: Male,2012,73,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,Share of temporary employees by sex (%),KOS - LFS - Labour force survey,Sex: Female,2012,72.26,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,Share of temporary employees by sex (%),KOS - LFS - Labour force survey,Sex: Total,2019,54.48,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,Share of temporary employees by sex (%),KOS - LFS - Labour force survey,Sex: Male,2019,57.31,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,Share of temporary employees by sex (%),KOS - LFS - Labour force survey,Sex: Female,2019,46.43,,,Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic,Share of temporary employees by sex (%),LAO - LFS - Labour Force Survey,Sex: Total,2017,10.61,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Lao People's Democratic Republic,Share of temporary employees by sex (%),LAO - LFS - Labour Force Survey,Sex: Male,2017,10.73,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Lao People's Democratic Republic,Share of temporary employees by sex (%),LAO - LFS - Labour Force Survey,Sex: Female,2017,10.43,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Liberia,Share of temporary employees by sex (%),LBR - LFS - Labour Force Survey,Sex: Total,2010,40.07,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - LFS - Labour Force Survey,Sex: Male,2010,39.46,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - LFS - Labour Force Survey,Sex: Female,2010,41.97,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - HS - School to work transition survey,Sex: Total,2012,48.01,,,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - HS - School to work transition survey,Sex: Male,2012,48.54,,,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - HS - School to work transition survey,Sex: Female,2012,45.38,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - HS - School to work transition survey,Sex: Total,2014,41.13,,,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - HS - School to work transition survey,Sex: Male,2014,42.67,,,Repository: ILO-STATISTICS - Micro data processing
Liberia,Share of temporary employees by sex (%),LBR - HS - School to work transition survey,Sex: Female,2014,36.61,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2010,56.32,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2010,61.08,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2010,46.51,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2011,54.76,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2011,60.56,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2011,42.56,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2013,56.38,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2013,61.42,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2013,46.38,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2014,54.09,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2014,59.83,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2014,42.48,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2015,53.23,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2015,58.93,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2015,42.29,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2016,54.75,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2016,60.46,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2016,43.69,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2017,53.12,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2017,58.93,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2017,42.06,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Total,2018,53.58,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Male,2018,59.68,,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Share of temporary employees by sex (%),LKA - LFS - Sri Lanka Labour Force Survey,Sex: Female,2018,41.68,,,Repository: ILO-STATISTICS - Micro data processing
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2010,2.42,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2010,3.32,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2010,1.66,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2011,2.68,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2011,3.62,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2011,1.85,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2012,2.64,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2012,3.44,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2012,1.92,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2013,2.71,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2013,3.54,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2013,1.95,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2014,2.76,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2014,3.57,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2014,2.01,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2015,2.06,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2015,2.38,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2015,1.77,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2016,1.94,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2016,2.18,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2016,1.73,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2017,1.66,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2017,2.04,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2017,1.32,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2018,1.58,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2018,1.73,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2018,1.45,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Total,2019,1.46,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Male,2019,1.5,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Lithuania,Share of temporary employees by sex (%),LTU - LFS - EU Labour Force Survey,Sex: Female,2019,1.43,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Luxembourg,Share of temporary employees by sex (%),LUX - LFS - EU Labour Force Survey,Sex: Total,2010,7.06,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Luxembourg,Share of temporary employees by sex (%),LUX - LFS - EU Labour Force Survey,Sex: Male,2010,6.15,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Luxembourg,Share of temporary employees by sex (%),LUX - LFS - EU Labour Force Survey,Sex: Female,2010,8.2,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Luxembourg,Share of temporary employees by sex (%),LUX - LFS - EU Labour Force Survey,Sex: Total,2011,7.1,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
