ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Kazakhstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KAZ - LFS - Sample Survey of Employment,Occupation (Managerial positions): Total management,2015,37.06,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KAZ - LFS - Sample Survey of Employment,Occupation (Managerial positions): Total management,2017,36.96,,Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2010,32.39,,
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2011,29.09,,
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2012,32.26,,
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2013,27.54,,
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2014,33.44,,
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2015,35.65,,
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2016,34.94,,
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2017,36.21,,Employment definition: Excluding own-use production workers
Kyrgyzstan,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KGZ - LFS - Employment and Unemployment Survey,Occupation (Managerial positions): Total management,2018,37.78,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2012,16.67,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - LFS - Labour force survey,Occupation (Managerial positions): Total management,2012,30.88,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Senior and middle management,2010,12.8,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Total management,2010,18.01,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Senior and middle management,2011,14.64,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Total management,2011,19.38,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Senior and middle management,2013,22.47,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Total management,2013,28.49,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Senior and middle management,2014,15.89,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Total management,2014,24.3,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Senior and middle management,2015,25.09,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Total management,2015,29.49,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Senior and middle management,2016,33.14,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Total management,2016,34.14,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Senior and middle management,2017,20.15,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KHM - HIES - Household Socio-Economic Survey,Occupation (Managerial positions): Total management,2017,24.1,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KIR - PC - Population Census,Occupation (Managerial positions): Total management,2010,36.45,,Data reference period: November
Kiribati,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KIR - PC - Population Census,Occupation (Managerial positions): Total management,2015,37.22,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2010,9.4,,"Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts"
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2011,10.09,,"Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts"
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2012,11.1,,"Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts"
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2013,11.37,,
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2014,11.14,,
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2015,10.45,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2016,9.77,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2017,12.33,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2018,14.46,,Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOR - LFS - Economically Active Population Survey,Occupation (Managerial positions): Total management,2019,15.41,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2012,15.32,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Total management,2012,14.8,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Total management,2014,14.16,,
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Total management,2015,12.63,,
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Total management,2016,13.56,,
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Total management,2017,15.36,,Employment definition: Excluding own-use production workers
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Total management,2018,18.42,,Employment definition: Excluding own-use production workers
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2019,14.34,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KOS - LFS - Labour force survey,Occupation (Managerial positions): Total management,2019,16.19,,Repository: ILO-STATISTICS - Micro data processing
Kuwait,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KWT - LFS - Labour Force Sample Survey,Occupation (Managerial positions): Total management,2015,13.97,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts
Kuwait,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),KWT - LFS - Labour Force Sample Survey,Occupation (Managerial positions): Total management,2016,13.61,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts
Lao People's Democratic Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LAO - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2010,31.75,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LAO - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,23.37,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Lao People's Democratic Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LAO - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2017,59.01,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Lebanon,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LBN - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2019,28.87,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Lebanon,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LBN - LFS - Labour force survey,Occupation (Managerial positions): Total management,2019,21.21,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Liberia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LBR - LFS - Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,20.05,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liberia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LBR - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2010,20.04,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Saint Lucia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LCA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2017,53.79,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Saint Lucia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LCA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2018,45.05,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Saint Lucia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LCA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2019,57.34,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,23.73,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2010,25.49,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,25.35,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2011,23.15,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2012,28.42,,
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,23.32,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2013,29.06,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,24,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2014,24.8,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,23.74,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2015,25.92,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,25.64,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2016,28.37,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,23.17,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2017,27.58,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,22.52,,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LKA - LFS - Sri Lanka Labour Force Survey,Occupation (Managerial positions): Total management,2018,25.97,,Repository: ILO-STATISTICS - Micro data processing
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,41.98,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,41.08,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,36.47,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,39.11,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,35.3,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,38.9,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,36.46,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,39.58,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,35.36,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,38.55,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,38.1,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,39.61,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,38.82,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,39.42,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,37.92,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,39.31,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,38.16,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,39.24,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,38.59,,Repository: Eurostat special tabulation
Lithuania,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LTU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,39.24,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,19.64,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,24.69,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,18.28,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,24.02,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,18,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,14.86,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,17.9,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,22.53,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,18.2,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,17.74,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,18.81,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,24.51,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LUX - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,25.78,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,39.08,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,42.07,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,44.34,Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,45.54,Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,44.64,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,45.81,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,42.22,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,43.79,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,42.05,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,44.1,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,44.26,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,44.32,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,46.3,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,47.25,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,44.14,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,46.26,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,43.22,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,44.87,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,43.54,,Repository: Eurostat special tabulation
Latvia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),LVA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,45.83,,Repository: Eurostat special tabulation
"Moldova, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),MDA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2010,36.43,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),MDA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2011,39.37,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),MDA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2012,44.11,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),MDA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2013,39.17,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),MDA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2014,42.57,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),MDA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2015,48.47,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),MDA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2016,46.6,,Repository: ILO-STATISTICS - Micro data processing
